2021-02-04 05:41:36,b'@punithabm \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f'
2021-02-04 05:36:27,b'\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f https://t.co/AsYi9OzJVy'
2021-02-04 05:33:18,b'\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f https://t.co/k85B0Lazpv'
2021-02-04 05:32:42,b'\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f https://t.co/tEDY0oVlai'
2021-02-04 05:32:27,b'\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f https://t.co/Toeg3CQ07j'
2021-02-04 05:31:48,b'\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f https://t.co/5r9s4T8qn2'
2021-02-04 05:31:34,b'\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f https://t.co/Nhwugd6PYh'
2021-02-04 05:30:42,"b'Why has #One man,who won two General Elections,with the biggest mandates in over 30 years,rattled you so much,that\xe2\x80\xa6 https://t.co/HrZ1t6bnGF'"
2021-02-04 03:00:33,b'@DhavalBheda \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f'
2021-02-03 20:41:46,b'@TONTO009 @karunanundy \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f'
2021-02-03 20:21:33,b'@anilkohli54 \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f'
2021-02-03 20:21:24,b'@devambrish \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f'
2021-02-03 20:21:14,b'@ManishaKanoria1 \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f'
2021-02-03 20:19:24,b'\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f:):) https://t.co/l3VM6kUVOk'
2021-02-03 20:18:11,b'\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f https://t.co/WvXjwHY9XF'
2021-02-03 20:06:58,b'@maverickenator @IndiaToday @rahulkanwal \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f'
2021-02-03 19:06:12,"b',\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f https://t.co/cGoklwkcNf'"
2021-02-03 19:05:36,b'@Shaikh_Mohsin12 \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f'
2021-02-03 19:05:13,b'@Rakeshramsingh \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f'
2021-02-03 18:42:53,b'@shailu_CA @pradip103 @CNNnews18 @SupriyaShrinate @Zakka_Jacob \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f'
2021-02-03 18:42:52,b'@Magalad1 \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f'
2021-02-03 18:42:52,b'@vishal304094 @JMehta65 \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f'
2021-02-03 18:42:51,b'@LonsdaleliteM50 \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f'
2021-02-03 18:42:51,b'@GoutamMandal21 \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f'
2021-02-03 18:42:50,b'@Shashankcae \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f'
2021-02-03 17:17:21,b'@heisenberg2106 @BJP4India \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f'
2021-02-03 17:17:15,b'@filmy_foodie \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f'
2021-02-03 16:58:58,b'@mgnayak5 \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f'
2021-02-03 16:58:49,b'@Rishav_Mech @BJP4India \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f'
